PARTKEY|NAME|MFGR|BRAND|TYPE|SIZE|CONTAINER|RETAILPRICE|COMMENT
1894|khaki misty pink plum lime|Manufacturer#4           |Brand#42  |ECONOMY BRUSHED COPPER|14|MED BAG   |98.00|no|
1895|maroon orchid linen spring antique|Manufacturer#2           |Brand#25  |MEDIUM BRUSHED TIN|4|WRAP PKG  |98.00|no|
1896|goldenrod white dodger chocolate purple|Manufacturer#2           |Brand#23  |MEDIUM BRUSHED TIN|40|SM DRUM   |98.00|no|
1897|chocolate red salmon drab medium|Manufacturer#3           |Brand#34  |STANDARD BRUSHED TIN|19|JUMBO CASE|98.00|no|
1898|yellow maroon antique tan grey|Manufacturer#4           |Brand#41  |MEDIUM BURNISHED STEEL|17|MED DRUM  |98.00|no|
1899|grey misty puff brown lavender|Manufacturer#2           |Brand#21  |MEDIUM BRUSHED NICKEL|26|SM BOX    |98.00|no|
1900|frosted sky burlywood steel ghost|Manufacturer#1           |Brand#11  |MEDIUM BURNISHED COPPER|44|JUMBO CAN |99.00|no|
1901|blue beige seashell purple lime|Manufacturer#4           |Brand#41  |SMALL POLISHED COPPER|14|JUMBO CASE|99.00|no|
1902|drab mint ghost dark metallic|Manufacturer#3           |Brand#32  |ECONOMY POLISHED NICKEL|12|SM PKG    |99.00|no|
1903|antique dodger sienna moccasin slate|Manufacturer#4           |Brand#45  |SMALL BRUSHED COPPER|33|JUMBO CASE|99.00|no|
1904|lemon bisque khaki coral frosted|Manufacturer#1           |Brand#13  |STANDARD ANODIZED STEEL|20|LG DRUM   |99.00|no|
1905|black dark gainsboro orange wheat|Manufacturer#5           |Brand#54  |PROMO BURNISHED STEEL|29|LG CAN    |99.00|no|
1906|burlywood dim tan drab ghost|Manufacturer#2           |Brand#21  |LARGE POLISHED STEEL|41|SM PKG    |99.00|no|
1907|hot chiffon peru dark metallic|Manufacturer#2           |Brand#21  |PROMO BURNISHED COPPER|19|WRAP BOX  |99.00|no|
1908|olive seashell magenta khaki dark|Manufacturer#4           |Brand#41  |ECONOMY PLATED NICKEL|37|JUMBO JAR |99.00|no|
1909|smoke gainsboro bisque indian beige|Manufacturer#4           |Brand#45  |STANDARD BRUSHED NICKEL|26|SM CASE   |99.00|no|
1910|linen dodger lime purple cornsilk|Manufacturer#5           |Brand#52  |ECONOMY BURNISHED STEEL|36|WRAP CASE |100.00|no|
1911|magenta seashell rose honeydew cream|Manufacturer#4           |Brand#44  |LARGE BURNISHED BRASS|38|WRAP BAG  |100.00|no|
1912|blanched cyan sandy drab blue|Manufacturer#4           |Brand#43  |LARGE POLISHED NICKEL|2|JUMBO CAN |100.00|no|
1913|coral light mint chartreuse beige|Manufacturer#1           |Brand#12  |SMALL POLISHED STEEL|35|MED CASE  |100.00|no|
1914|snow linen yellow dim chiffon|Manufacturer#2           |Brand#23  |STANDARD PLATED BRASS|9|MED JAR   |100.00|no|
1915|red burnished thistle rosy lemon|Manufacturer#1           |Brand#11  |ECONOMY BURNISHED NICKEL|49|MED BAG   |100.00|no|
1916|cream navy mint peru burlywood|Manufacturer#5           |Brand#54  |LARGE BURNISHED TIN|2|SM BOX    |100.00|no|
1917|blush lemon steel peach gainsboro|Manufacturer#4           |Brand#41  |PROMO ANODIZED NICKEL|9|MED BOX   |100.00|no|
1918|khaki almond wheat peru maroon|Manufacturer#2           |Brand#24  |LARGE ANODIZED NICKEL|38|JUMBO BOX |100.00|no|
1919|moccasin frosted rosy lace goldenrod|Manufacturer#3           |Brand#32  |SMALL BRUSHED STEEL|39|WRAP BOX  |101.00|no|
1920|papaya cornsilk light ghost orange|Manufacturer#2           |Brand#24  |STANDARD POLISHED NICKEL|26|LG DRUM   |101.00|no|
1921|frosted beige olive blue navajo|Manufacturer#4           |Brand#45  |LARGE BRUSHED STEEL|6|LG BOX    |101.00|no|
1922|seashell antique royal indian chartreuse|Manufacturer#5           |Brand#52  |PROMO BRUSHED NICKEL|32|SM DRUM   |101.00|no|
1923|purple brown drab burlywood puff|Manufacturer#1           |Brand#12  |STANDARD BURNISHED STEEL|8|WRAP JAR  |101.00|no|
1924|sandy almond salmon bisque chocolate|Manufacturer#4           |Brand#42  |MEDIUM ANODIZED STEEL|1|JUMBO CAN |101.00|no|
1925|gainsboro dodger rosy hot steel|Manufacturer#4           |Brand#43  |PROMO ANODIZED COPPER|47|JUMBO BAG |101.00|no|
1926|cornsilk lace brown pink coral|Manufacturer#3           |Brand#34  |PROMO BRUSHED STEEL|28|MED BOX   |101.00|no|
1927|beige chartreuse royal maroon cornsilk|Manufacturer#1           |Brand#11  |SMALL ANODIZED NICKEL|26|WRAP CASE |101.00|no|
1928|smoke indian tomato floral misty|Manufacturer#4           |Brand#44  |PROMO BURNISHED STEEL|13|LG DRUM   |102.00|no|
1929|burnished medium misty midnight wheat|Manufacturer#1           |Brand#14  |LARGE PLATED BRASS|17|LG DRUM   |102.00|no|
1930|lavender burlywood blanched antique sienna|Manufacturer#3           |Brand#31  |PROMO PLATED BRASS|5|WRAP BAG  |102.00|no|
1931|snow burnished mint moccasin peru|Manufacturer#3           |Brand#31  |LARGE PLATED TIN|10|LG CAN    |102.00|no|
1932|metallic frosted khaki mint sienna|Manufacturer#1           |Brand#15  |STANDARD BRUSHED NICKEL|31|SM DRUM   |102.00|no|
1933|sky aquamarine cornflower violet almond|Manufacturer#4           |Brand#43  |MEDIUM ANODIZED NICKEL|31|WRAP JAR  |102.00|no|
1934|plum violet honeydew mint almond|Manufacturer#3           |Brand#34  |SMALL PLATED BRASS|33|LG DRUM   |102.00|no|
1935|seashell brown peach red cornsilk|Manufacturer#1           |Brand#11  |STANDARD ANODIZED TIN|24|WRAP JAR  |102.00|no|
1936|thistle purple spring sky slate|Manufacturer#2           |Brand#23  |ECONOMY BRUSHED TIN|1|SM JAR    |102.00|no|
1937|aquamarine hot lace navy beige|Manufacturer#2           |Brand#25  |PROMO PLATED BRASS|35|SM BOX    |103.00|no|
1938|antique gainsboro light magenta brown|Manufacturer#4           |Brand#43  |STANDARD BRUSHED TIN|44|WRAP CAN  |103.00|no|
1939|lace navy burnished cream blanched|Manufacturer#2           |Brand#21  |STANDARD POLISHED TIN|7|SM JAR    |103.00|no|
1940|thistle beige cream frosted steel|Manufacturer#3           |Brand#35  |SMALL BRUSHED NICKEL|26|MED PACK  |103.00|no|
1941|rose maroon mint burlywood powder|Manufacturer#4           |Brand#42  |LARGE POLISHED BRASS|20|LG PACK   |103.00|no|
1942|bisque indian smoke beige linen|Manufacturer#1           |Brand#13  |SMALL BURNISHED NICKEL|17|MED JAR   |103.00|no|
1943|floral aquamarine steel cornsilk gainsboro|Manufacturer#4           |Brand#43  |SMALL ANODIZED COPPER|16|JUMBO JAR |103.00|no|
1944|wheat plum goldenrod mint pink|Manufacturer#1           |Brand#11  |ECONOMY BRUSHED STEEL|24|JUMBO BAG |103.00|no|
1945|papaya olive chiffon lemon tan|Manufacturer#1           |Brand#15  |ECONOMY PLATED STEEL|45|LG PKG    |103.00|no|
1946|deep chocolate wheat blue floral|Manufacturer#3           |Brand#34  |MEDIUM BURNISHED BRASS|32|SM PKG    |104.00|no|
1947|black royal forest dim yellow|Manufacturer#5           |Brand#55  |PROMO BURNISHED TIN|18|MED CAN   |104.00|no|
1948|white tan metallic rosy salmon|Manufacturer#2           |Brand#21  |STANDARD BRUSHED STEEL|41|SM DRUM   |104.00|no|
1949|hot maroon purple navajo floral|Manufacturer#2           |Brand#23  |PROMO BURNISHED BRASS|35|LG BAG    |104.00|no|
1950|saddle linen blush antique coral|Manufacturer#5           |Brand#51  |MEDIUM BRUSHED BRASS|48|MED CASE  |104.00|no|
1951|frosted blush black metallic burlywood|Manufacturer#4           |Brand#43  |LARGE PLATED TIN|24|WRAP BAG  |104.00|no|
1952|steel lavender dark ghost grey|Manufacturer#2           |Brand#23  |MEDIUM ANODIZED TIN|30|WRAP DRUM |104.00|no|
1953|blush brown goldenrod snow tan|Manufacturer#5           |Brand#51  |SMALL BURNISHED NICKEL|33|SM PACK   |104.00|no|
1954|spring cornsilk slate tan powder|Manufacturer#4           |Brand#43  |STANDARD BRUSHED COPPER|24|WRAP CASE |104.00|no|
1955|tomato frosted sandy blush sky|Manufacturer#5           |Brand#51  |MEDIUM ANODIZED TIN|14|SM PACK   |105.00|no|
1956|sky blue saddle salmon cyan|Manufacturer#5           |Brand#55  |LARGE POLISHED TIN|42|WRAP DRUM |105.00|no|
1957|magenta sandy turquoise seashell black|Manufacturer#3           |Brand#33  |PROMO POLISHED STEEL|9|WRAP DRUM |105.00|no|
1958|blue tomato royal lemon ivory|Manufacturer#1           |Brand#15  |ECONOMY POLISHED COPPER|22|LG PACK   |105.00|no|
1959|peru bisque almond goldenrod green|Manufacturer#3           |Brand#34  |LARGE ANODIZED NICKEL|47|SM BAG    |105.00|no|
1960|honeydew tan plum green puff|Manufacturer#3           |Brand#33  |PROMO BURNISHED BRASS|30|SM BAG    |105.00|no|
1961|pink salmon steel moccasin maroon|Manufacturer#2           |Brand#21  |MEDIUM BRUSHED BRASS|29|MED JAR   |105.00|no|
1962|azure peach lavender frosted orchid|Manufacturer#4           |Brand#42  |LARGE BRUSHED NICKEL|11|WRAP BOX  |105.00|no|
1963|cornsilk linen gainsboro lemon papaya|Manufacturer#5           |Brand#53  |STANDARD BURNISHED COPPER|37|SM CASE   |105.00|no|
1964|olive tomato tan gainsboro linen|Manufacturer#2           |Brand#25  |STANDARD ANODIZED NICKEL|42|MED JAR   |106.00|no|
1965|light wheat sky chartreuse steel|Manufacturer#1           |Brand#13  |STANDARD PLATED TIN|34|LG PKG    |106.00|no|
1966|peru rose brown azure moccasin|Manufacturer#2           |Brand#23  |STANDARD BURNISHED TIN|40|JUMBO BOX |106.00|no|
1967|chocolate frosted turquoise brown puff|Manufacturer#5           |Brand#51  |LARGE ANODIZED TIN|42|LG PACK   |106.00|no|
1968|forest turquoise black floral linen|Manufacturer#5           |Brand#54  |STANDARD POLISHED NICKEL|26|JUMBO JAR |106.00|no|
1969|orchid navy bisque powder olive|Manufacturer#3           |Brand#32  |STANDARD POLISHED NICKEL|43|JUMBO BAG |106.00|no|
1970|peru saddle blue dark light|Manufacturer#5           |Brand#54  |ECONOMY PLATED TIN|50|WRAP JAR  |106.00|no|
1971|violet red ivory antique magenta|Manufacturer#4           |Brand#43  |SMALL BRUSHED TIN|10|MED BOX   |106.00|no|
1972|frosted orange yellow seashell navajo|Manufacturer#1           |Brand#13  |STANDARD BURNISHED BRASS|17|JUMBO PACK|106.00|no|
1973|snow black almond aquamarine purple|Manufacturer#4           |Brand#44  |SMALL PLATED BRASS|13|SM JAR    |106.00|no|
1974|tan drab slate chartreuse chocolate|Manufacturer#3           |Brand#33  |MEDIUM BURNISHED COPPER|14|JUMBO CAN |107.00|no|
1975|misty purple salmon navy midnight|Manufacturer#5           |Brand#53  |PROMO BRUSHED BRASS|6|MED JAR   |107.00|no|
1976|yellow blush drab lavender floral|Manufacturer#2           |Brand#23  |STANDARD POLISHED TIN|32|JUMBO BOX |107.00|no|
1977|orange pink yellow smoke blue|Manufacturer#4           |Brand#41  |ECONOMY ANODIZED COPPER|33|MED CAN   |107.00|no|
1978|chiffon blanched grey midnight deep|Manufacturer#1           |Brand#13  |SMALL PLATED BRASS|44|LG DRUM   |107.00|no|
1979|tomato forest pale moccasin magenta|Manufacturer#5           |Brand#52  |SMALL POLISHED COPPER|50|SM PKG    |107.00|no|
1980|navy thistle chiffon pale almond|Manufacturer#2           |Brand#24  |ECONOMY BRUSHED BRASS|13|WRAP PACK |107.00|no|
1981|sky peru antique chartreuse snow|Manufacturer#4           |Brand#44  |MEDIUM BURNISHED NICKEL|23|SM BAG    |107.00|no|
1982|aquamarine tomato hot pink lawn|Manufacturer#1           |Brand#13  |MEDIUM BURNISHED STEEL|18|SM BOX    |107.00|no|
1983|deep black beige frosted cornsilk|Manufacturer#2           |Brand#25  |MEDIUM PLATED BRASS|22|WRAP CAN  |108.00|no|
1984|lavender beige lime sienna cornflower|Manufacturer#5           |Brand#51  |MEDIUM BRUSHED NICKEL|26|LG CAN    |108.00|no|
1985|magenta cornsilk olive black chocolate|Manufacturer#1           |Brand#12  |ECONOMY PLATED BRASS|26|WRAP PACK |108.00|no|
1986|moccasin papaya rose light khaki|Manufacturer#3           |Brand#33  |PROMO PLATED TIN|49|LG BAG    |108.00|no|
1987|snow moccasin violet saddle magenta|Manufacturer#5           |Brand#55  |STANDARD ANODIZED STEEL|5|LG PACK   |108.00|no|
1988|almond lavender honeydew burnished orchid|Manufacturer#5           |Brand#51  |SMALL BRUSHED COPPER|38|JUMBO BOX |108.00|no|
1989|sienna chocolate saddle ghost magenta|Manufacturer#3           |Brand#32  |LARGE BURNISHED STEEL|15|WRAP BOX  |108.00|no|
1990|slate goldenrod mint thistle rosy|Manufacturer#2           |Brand#25  |LARGE BRUSHED TIN|31|SM PKG    |108.00|no|
1991|dim drab snow spring plum|Manufacturer#1           |Brand#12  |SMALL ANODIZED BRASS|47|SM PKG    |108.00|no|
1992|ghost moccasin turquoise seashell cyan|Manufacturer#3           |Brand#34  |MEDIUM BRUSHED TIN|14|MED PKG   |109.00|no|
1993|dark firebrick peach mint light|Manufacturer#4           |Brand#41  |STANDARD POLISHED TIN|4|JUMBO CASE|109.00|no|
1994|bisque salmon cyan powder sandy|Manufacturer#1           |Brand#12  |STANDARD PLATED STEEL|36|SM PACK   |109.00|no|
1995|antique puff pink chartreuse floral|Manufacturer#1           |Brand#12  |ECONOMY PLATED TIN|31|JUMBO BAG |109.00|no|
1996|bisque khaki thistle orange medium|Manufacturer#2           |Brand#22  |SMALL ANODIZED STEEL|22|JUMBO CASE|109.00|no|
1997|coral rose drab cream midnight|Manufacturer#3           |Brand#32  |STANDARD BURNISHED NICKEL|15|MED JAR   |109.00|no|
1998|steel plum violet almond mint|Manufacturer#2           |Brand#25  |LARGE BURNISHED TIN|37|WRAP PACK |109.00|no|
1999|frosted cornflower ghost lime smoke|Manufacturer#2           |Brand#25  |LARGE BURNISHED BRASS|35|SM PKG    |109.00|no|
2000|wheat blush green puff tan|Manufacturer#1           |Brand#12  |PROMO ANODIZED STEEL|46|SM BAG    |0.00|no|
2001|lime cornflower deep navajo orange|Manufacturer#4           |Brand#41  |MEDIUM BURNISHED BRASS|25|MED BAG   |0.00|no|
2002|orchid chiffon pale burnished snow|Manufacturer#1           |Brand#12  |LARGE BURNISHED COPPER|8|MED CAN   |0.00|no|
2003|floral violet peru midnight magenta|Manufacturer#2           |Brand#22  |ECONOMY BRUSHED NICKEL|38|SM PACK   |0.00|no|
2004|violet brown red powder frosted|Manufacturer#4           |Brand#44  |ECONOMY BRUSHED STEEL|8|JUMBO BOX |1.00|no|
2005|salmon misty purple goldenrod forest|Manufacturer#2           |Brand#25  |LARGE BURNISHED BRASS|19|LG JAR    |1.00|no|
2006|maroon lime mint light cornflower|Manufacturer#2           |Brand#22  |STANDARD BRUSHED COPPER|49|LG JAR    |1.00|no|
2007|mint rose powder lime peru|Manufacturer#2           |Brand#24  |SMALL ANODIZED BRASS|17|LG PACK   |1.00|no|
2008|steel violet coral chocolate tomato|Manufacturer#5           |Brand#54  |PROMO BRUSHED COPPER|7|MED CASE  |1.00|no|
2009|wheat deep orchid dim magenta|Manufacturer#4           |Brand#41  |STANDARD BURNISHED NICKEL|30|WRAP PACK |1.00|no|
2010|yellow papaya puff wheat chiffon|Manufacturer#4           |Brand#45  |ECONOMY BRUSHED STEEL|34|WRAP PKG  |1.00|no|
2011|frosted aquamarine chartreuse powder dark|Manufacturer#2           |Brand#22  |SMALL BRUSHED BRASS|48|SM PACK   |1.00|no|
2012|rosy moccasin puff deep wheat|Manufacturer#1           |Brand#11  |MEDIUM BRUSHED TIN|32|SM CAN    |1.00|no|
2013|almond lavender moccasin thistle light|Manufacturer#3           |Brand#34  |SMALL POLISHED TIN|20|SM CASE   |2.00|no|
2014|navy plum cornsilk misty magenta|Manufacturer#3           |Brand#31  |LARGE POLISHED STEEL|45|LG CAN    |2.00|no|
2015|chocolate ghost spring mint pink|Manufacturer#4           |Brand#43  |SMALL ANODIZED TIN|4|JUMBO JAR |2.00|no|
2016|chocolate violet sandy floral papaya|Manufacturer#4           |Brand#41  |ECONOMY BRUSHED BRASS|10|MED CASE  |2.00|no|
2017|brown khaki salmon lime indian|Manufacturer#5           |Brand#54  |LARGE BURNISHED BRASS|20|MED CASE  |2.00|no|
2018|azure navajo orchid brown honeydew|Manufacturer#3           |Brand#34  |SMALL ANODIZED BRASS|32|LG DRUM   |2.00|no|
2019|grey spring puff sienna floral|Manufacturer#4           |Brand#42  |ECONOMY PLATED COPPER|31|MED CAN   |2.00|no|
2020|turquoise peru spring dark salmon|Manufacturer#1           |Brand#12  |MEDIUM BRUSHED TIN|15|MED PKG   |2.00|no|
2021|almond purple pale light lemon|Manufacturer#2           |Brand#21  |SMALL BRUSHED BRASS|8|SM DRUM   |2.00|no|
2022|lemon almond navajo wheat light|Manufacturer#1           |Brand#14  |PROMO ANODIZED STEEL|26|LG PACK   |3.00|no|
2023|drab blush beige green blanched|Manufacturer#3           |Brand#32  |ECONOMY POLISHED STEEL|3|SM DRUM   |3.00|no|
2024|ghost spring aquamarine slate smoke|Manufacturer#5           |Brand#55  |MEDIUM POLISHED NICKEL|14|MED JAR   |3.00|no|
2025|spring beige antique lime snow|Manufacturer#5           |Brand#52  |LARGE BURNISHED NICKEL|21|MED CASE  |3.00|no|
2026|frosted chiffon deep steel gainsboro|Manufacturer#3           |Brand#31  |SMALL POLISHED NICKEL|8|WRAP CASE |3.00|no|
2027|azure lace chocolate khaki turquoise|Manufacturer#3           |Brand#33  |ECONOMY PLATED NICKEL|33|LG BAG    |3.00|no|
2028|drab ivory blanched brown mint|Manufacturer#3           |Brand#31  |PROMO BRUSHED NICKEL|45|JUMBO BOX |3.00|no|
2029|midnight brown dim violet almond|Manufacturer#5           |Brand#51  |PROMO BRUSHED STEEL|40|SM DRUM   |3.00|no|
2030|sky violet chiffon powder brown|Manufacturer#4           |Brand#43  |MEDIUM PLATED NICKEL|22|JUMBO BOX |3.00|no|
2031|goldenrod frosted navy aquamarine burlywood|Manufacturer#1           |Brand#15  |ECONOMY BRUSHED NICKEL|18|SM BOX    |4.00|no|
2032|blanched purple saddle violet wheat|Manufacturer#3           |Brand#32  |SMALL ANODIZED BRASS|27|WRAP PACK |4.00|no|
2033|frosted lawn deep bisque sienna|Manufacturer#3           |Brand#32  |LARGE PLATED STEEL|19|SM PACK   |4.00|no|
2034|cornsilk aquamarine yellow lavender smoke|Manufacturer#3           |Brand#35  |ECONOMY POLISHED COPPER|1|MED CAN   |4.00|no|
2035|blue dim puff aquamarine steel|Manufacturer#3           |Brand#35  |PROMO POLISHED TIN|36|JUMBO CAN |4.00|no|
2036|yellow frosted misty rosy magenta|Manufacturer#3           |Brand#32  |SMALL PLATED TIN|23|JUMBO PACK|4.00|no|
2037|black blanched cornsilk cornflower metallic|Manufacturer#1           |Brand#12  |PROMO PLATED BRASS|15|WRAP CAN  |4.00|no|
2038|antique mint sienna khaki white|Manufacturer#4           |Brand#44  |LARGE BRUSHED TIN|7|JUMBO DRUM|4.00|no|
2039|royal navajo chocolate tan cornsilk|Manufacturer#3           |Brand#35  |LARGE PLATED TIN|24|JUMBO JAR |4.00|no|
2040|khaki green dim mint wheat|Manufacturer#2           |Brand#22  |STANDARD ANODIZED TIN|11|SM JAR    |4.00|no|
2041|orchid chocolate dodger midnight salmon|Manufacturer#3           |Brand#34  |STANDARD POLISHED STEEL|8|LG PKG    |5.00|no|
2042|chocolate metallic orchid puff slate|Manufacturer#1           |Brand#15  |MEDIUM PLATED NICKEL|20|SM BAG    |5.00|no|
2043|sandy azure green cornflower magenta|Manufacturer#5           |Brand#53  |ECONOMY BURNISHED BRASS|40|JUMBO JAR |5.00|no|
2044|white misty tan puff orange|Manufacturer#4           |Brand#41  |SMALL PLATED COPPER|47|SM PKG    |5.00|no|
2045|chartreuse medium sky tomato brown|Manufacturer#3           |Brand#34  |PROMO BRUSHED BRASS|23|LG BOX    |5.00|no|
2046|linen firebrick drab peru pale|Manufacturer#3           |Brand#35  |SMALL POLISHED TIN|29|WRAP PKG  |5.00|no|
2047|snow linen magenta beige black|Manufacturer#3           |Brand#35  |LARGE BRUSHED TIN|40|JUMBO BOX |5.00|no|
2048|navajo beige blanched lime navy|Manufacturer#1           |Brand#15  |MEDIUM PLATED COPPER|22|JUMBO DRUM|5.00|no|
2049|cornflower metallic firebrick yellow coral|Manufacturer#4           |Brand#42  |MEDIUM BURNISHED STEEL|29|MED BAG   |5.00|no|
2050|white puff purple saddle blush|Manufacturer#1           |Brand#12  |LARGE BRUSHED STEEL|25|MED BAG   |6.00|no|
2051|lawn peru cyan snow indian|Manufacturer#4           |Brand#42  |ECONOMY PLATED COPPER|17|WRAP BOX  |6.00|no|
2052|blue dodger green purple rosy|Manufacturer#1           |Brand#15  |STANDARD PLATED STEEL|37|WRAP PACK |6.00|no|
2053|pink tan peru cyan salmon|Manufacturer#2           |Brand#24  |SMALL PLATED TIN|6|MED PKG   |6.00|no|
2054|cyan sky almond puff plum|Manufacturer#5           |Brand#54  |SMALL ANODIZED STEEL|24|MED BAG   |6.00|no|
2055|yellow orange cornsilk azure navy|Manufacturer#4           |Brand#42  |STANDARD BRUSHED NICKEL|20|LG PACK   |6.00|no|
